	Line	Next
494	var23=pandas.merge var24=pandas.merge var32.pop	var36=var33.flow
495	var24=pandas.merge var32.pop var36=var33.flow	var37=var34.flow
496	var32.pop var36=var33.flow var37=var34.flow	import_numpy
497	var12=var12.resize var14=var13.lr_find var13.fit	var13.save
498	var14=var13.lr_find var13.fit var13.save	var13.unfreeze
499	var13.fit var13.save var13.unfreeze	var13.fit
500	var13.save var13.unfreeze var13.fit	var13.save
501	import_matplotlib.pyplot import_gc var21=mrcnn.model.MaskRCNN	var21=mrcnn.model.MaskRCNN
502	import_gc var21=mrcnn.model.MaskRCNN var21=mrcnn.model.MaskRCNN	var21.load_weights
503	var21=mrcnn.model.MaskRCNN var21=mrcnn.model.MaskRCNN var21.load_weights	var23.append_0
504	var22=var22.reshape var20.append_0 var25=pandas.DataFrame	var28=var27.predict
505	var20.append_0 var25=pandas.DataFrame var28=var27.predict	var25.head
506	var25=pandas.DataFrame var28=var27.predict var25.head	matplotlib.pyplot.figure
511	var80=tensorflow.where var76=keras.backend.sum var72.compile	var91=numpy.concatenate
512	var72.save var93=var72.predict var94.add	var94.add
513	var93=var72.predict var94.add var94.add	var94.add
514	var94.add var94.add var94.add	var99=numpy.array
515	var60=numpy.mean var57.append_0 var78.set_description	var78.close
516	var57.append_0 var78.set_description var78.close	var74.append_0
517	var78.set_description var78.close var74.append_0	var69.zero_grad
518	var78.close var74.append_0 var69.zero_grad	var82=var65.size
519	var74.append_0 var69.zero_grad var82=var65.size	var68.backward
520	var69.zero_grad var82=var65.size var68.backward	var69.step
521	var82=var65.size var68.backward var69.step	var78.update
522	var68.backward var69.step var78.update	var57.append_1
523	var69.step var78.update var57.append_1	var80=numpy.mean
524	var78.update var57.append_1 var80=numpy.mean	var78.set_postfix
525	var57.append_1 var80=numpy.mean var78.set_postfix	var78.close
526	var80=numpy.mean var78.set_postfix var78.close	var87=pandas.read_json
527	matplotlib.pyplot.tight_layout matplotlib.pyplot.show var85.load_state_dict	var85.eval
528	matplotlib.pyplot.show var85.load_state_dict var85.eval	var85.cuda
529	var85.load_state_dict var85.eval var85.cuda	var92=pandas.DataFrame
530	var85.eval var85.cuda var92=pandas.DataFrame	var97.to_csv
531	var26=torch.nn.functional.relu var29.append_0 var45=torchvision.transforms.Compose	var46=torchvision.transforms.Compose
532	var29.append_0 var45=torchvision.transforms.Compose var46=torchvision.transforms.Compose	var47=torchvision.transforms.Compose
533	var45=torchvision.transforms.Compose var46=torchvision.transforms.Compose var47=torchvision.transforms.Compose	var50.train
534	var46=torchvision.transforms.Compose var47=torchvision.transforms.Compose var50.train	var50.eval
535	var47=torchvision.transforms.Compose var50.train var50.eval	var52=torch.nn.functional.cross_entropy
536	var50.train var50.eval var52=torch.nn.functional.cross_entropy	var51.zero_grad
537	var50.eval var52=torch.nn.functional.cross_entropy var51.zero_grad	var52.backward
538	var52=torch.nn.functional.cross_entropy var51.zero_grad var52.backward	var51.step
539	var51.zero_grad var52.backward var51.step	var54.append_0
540	var52.backward var51.step var54.append_0	var55.append_1
541	var51.step var54.append_0 var55.append_1	var50.eval
542	var54.append_0 var55.append_1 var50.eval	var50.train
543	var55.append_1 var50.eval var50.train	var56.append_2
544	var50.eval var50.train var56.append_2	matplotlib.pyplot.plot
545	seaborn.heatmap matplotlib.pyplot.title var32.fit	var33.mean
546	loc loc var16=xgboost.XGBRegressor	var24.append_0
547	var5=var4.drop var6.head var7.fit	var8.fit
548	var6.head var7.fit var8.fit	var9.fit
549	var7.fit var8.fit var9.fit	var10.fit
550	var8.fit var9.fit var10.fit	var11.fit
551	var9.fit var10.fit var11.fit	var12=var7.score
552	var8=var8.dropna var8.head var10.fit	var10.score
553	var8.head var10.fit var10.score	var9.head
554	var10.score var9.head var11.fit	var11.score
555	var11.set_ylabels var12.head var15.fit	var16=var15.predict
556	var12=var0.drop var13=numpy.log1p var14.fit	var15.fit
557	var9.fit var10=var9.predict var9.fit	var0=pandas.read_csv
558	var2.head var3.head var8.fit	var9=var8.predict
559	var7=var1.dropna var6=var7.count var8.summary	var9=numpy.exp
560	iloc cat var12=xgboost.DMatrix	var15=xgboost.train
561	cat var12=xgboost.DMatrix var15=xgboost.train	var16=var15.get_fscore
562	var6=var4.transform var7=var4.transform var8.fit	var9=var8.predict
563	cat import_random var6.fit	var7=var6.predict
565	cat var12=xgboost.DMatrix var15=xgboost.train	import_operator
566	var0.describe var5=var5.drop import_xgboost	var12=xgboost.DMatrix
567	var5=var5.drop import_xgboost var12=xgboost.DMatrix	var15=xgboost.train
568	import_xgboost var12=xgboost.DMatrix var15=xgboost.train	var17=xgboost.DMatrix
569	var6=pandas.concat import_xgboost var7.fit	var8=var7.predict
570	var7.fit var8=var7.predict var10=xgboost.DMatrix	var11=xgboost.cv
574	var0=pandas.read_csv var1=pandas.read_csv var5.fit	var6=var5.predict
575	var17.fit var12.append_0 var18.fit	var19=var18.transform
576	var21.scatter matplotlib.pyplot.show var22.fit	matplotlib.pyplot.figure
577	var25=pandas.DataFrame var25.to_csv var26.fit	matplotlib.pyplot.figure
578	var28.head var28.to_csv var29.fit	matplotlib.pyplot.figure
579	var0.describe var7=var7.drop import_xgboost	var14=xgboost.DMatrix
580	var7=var7.drop import_xgboost var14=xgboost.DMatrix	var17=xgboost.train
581	import_xgboost var14=xgboost.DMatrix var17=xgboost.train	var19=xgboost.DMatrix
585	var0.describe var6=var6.drop import_xgboost	var13=xgboost.DMatrix
586	var6=var6.drop import_xgboost var13=xgboost.DMatrix	var16=xgboost.train
587	import_xgboost var13=xgboost.DMatrix var16=xgboost.train	var18=xgboost.DMatrix
589	cat var12=xgboost.DMatrix var15=xgboost.train	var16=xgboost.DMatrix
592	var7=pandas.get_dummies var5=pandas.concat var10.fit	import_numpy
593	var3=numpy.linspace var11=pymc3.NUTS	var12=pymc3.sample
594	var3=numpy.linspace var11=pymc3.NUTS var12=pymc3.sample	pymc3.traceplot
595	var14=numpy.median var15=numpy.median var23.fit	var24=var23.predict
596	var15=numpy.median var23.fit var24=var23.predict	var25.fit
597	var25.fit var26=var25.predict var27.fit	var28=var27.predict
598	var8.head var10.add_dense	var10.add_activation
599	var8.head var10.add_dense var10.add_activation	var10.add_dropout
600	var10.add_dense var10.add_activation var10.add_dropout	var10.add_dense
601	var10.add_activation var10.add_dropout var10.add_dense	var10.add_activation
602	var10.add_dropout var10.add_dense var10.add_activation	var10.add_dropout
607	var10.add_activation var10.add_dropout var10.add_dense	var10.compile
608	var10.add_dropout var10.add_dense var10.compile	var12=var10.fit
609	var10.add_dense var10.compile var12=var10.fit	matplotlib.pyplot.plot
610	var5.head var6=pandas.DataFrame var8=xgboost.DMatrix	var11=xgboost.train
611	var6=pandas.DataFrame var8=xgboost.DMatrix var11=xgboost.train	import_matplotlib.pyplot
614	var10=pandas.DataFrame var10.sort var11=xgboost.DMatrix	var14=xgboost.train
615	var10.sort var11=xgboost.DMatrix var14=xgboost.train	var15=xgboost.DMatrix
617	var0=pandas.read_csv var3.fit	var4=pandas.read_csv
618	var7=var1.drop var13=var11.union var16=xgboost.DMatrix	var17=xgboost.DMatrix
619	var13=var11.union var16=xgboost.DMatrix var17=xgboost.DMatrix	var18=xgboost.cv
620	var16=xgboost.DMatrix var17=xgboost.DMatrix var18=xgboost.cv	var19=xgboost.train
628	var2=var0.drop seaborn.pairplot var7=var6.fit_predict	var8=numpy.unique
629	seaborn.pairplot var7=var6.fit_predict var8=numpy.unique	matplotlib.pyplot.plot
630	var7=var6.fit_predict var8=numpy.unique matplotlib.pyplot.plot	var6.fit
631	var8=numpy.unique matplotlib.pyplot.plot var6.fit	var10.append_0
632	var11=pandas.get_dummies var5.append_0 var13.add_dropout	var13.add_dense
633	var5.append_0 var13.add_dropout var13.add_dense	var13.add_activation
634	var13.add_dropout var13.add_dense var13.add_activation	var13.add_dropout
635	var13.add_dense var13.add_activation var13.add_dropout	var13.add_dense
636	var13.add_activation var13.add_dropout var13.add_dense	var13.add_activation
646	var13.add_dropout var13.add_dense var13.add_activation	var13.add_dense
647	var13.add_dense var13.add_activation var13.add_dense	var13.summary
648	var13.add_activation var13.add_dense var13.summary	var13.compile
649	var13.add_dense var13.summary var13.compile	var14=var13.fit
650	var13.summary var13.compile var14=var13.fit	var15=var13.predict
651	iloc iloc var14.fit	var15=var14.predict
652	iloc iloc var7=xgboost.DMatrix	var8=xgboost.DMatrix
653	iloc var7=xgboost.DMatrix var8=xgboost.DMatrix	var9=xgboost.DMatrix
654	var7=xgboost.DMatrix var8=xgboost.DMatrix var9=xgboost.DMatrix	var11=xgboost.train
655	var8=xgboost.DMatrix var9=xgboost.DMatrix var11=xgboost.train	var12=pandas.DataFrame
656	var6=numpy.concatenate var5.fit var7.add_dense	var7.add_dense
657	var5.fit var7.add_dense var7.add_dense	var7.add_dense
658	var7.add_dense var7.add_dense var7.add_dense	var7.add_dense
661	var7.add_dense var7.add_dense var7.add_dense	var7.compile
662	var7.add_dense var7.add_dense var7.compile	var8.append_0
663	var4=var4.astype var7=numpy.concatenate import_xgboost	var10=xgboost.DMatrix
664	var7=numpy.concatenate import_xgboost var10=xgboost.DMatrix	var11=xgboost.cv
665	import_xgboost var10=xgboost.DMatrix var11=xgboost.cv	var11.plot
666	var10=xgboost.DMatrix var11=xgboost.cv var11.plot	matplotlib.pyplot.xlabel
667	var11=xgboost.cv var11.plot matplotlib.pyplot.xlabel	matplotlib.pyplot.ylabel
668	var11.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel	matplotlib.pyplot.show
669	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show	var13=xgboost.train
670	matplotlib.pyplot.ylabel matplotlib.pyplot.show var13=xgboost.train	var14=xgboost.DMatrix
671	var1.head var10.add_dense	var10.add_activation
672	var1.head var10.add_dense var10.add_activation	var10.add_dropout
681	var10.add_dropout var10.add_dense var10.compile	var10.fit
682	var10.add_dense var10.compile var10.fit	var12=var10.predict
685	shape var10.append_0 var11.fit	var11.fit
686	var21=var23.fit_transform var24=var23.fit_transform var25.append_0	var25.append_1
687	var24=var23.fit_transform var25.append_0 var25.append_1	var25.append_2
688	var25.append_0 var25.append_1 var25.append_2	shape
689	import_matplotlib.pyplot import_math var5.fit	var5.fit
690	import_math var5.fit var5.fit	var9=pandas.read_csv
691	var2=pandas.concat var2.drop var8=xgboost.XGBClassifier	var8.fit
692	var4.drop var4.head import_xgboost	var6=xgboost.DMatrix
693	var0.head var0=var0.drop var3.fit	var3.predict
694	var3.predict var6=var5.predict var10=var9.train	var11=var9.test
695	var6=var5.predict var10=var9.train var11=var9.test	var10=var12.train
696	var10=var9.train var11=var9.test var10=var12.train	var13=var12.test
697	var11=var9.test var10=var12.train var13=var12.test	var14=xgboost.DMatrix
698	var10=var12.train var13=var12.test var14=xgboost.DMatrix	var17=xgboost.train
699	var13=var12.test var14=xgboost.DMatrix var17=xgboost.train	var18=xgboost.DMatrix
702	var10.head cat import_xgboost	var12=xgboost.DMatrix
703	cat import_xgboost var12=xgboost.DMatrix	var15=xgboost.train
704	import_xgboost var12=xgboost.DMatrix var15=xgboost.train	import_operator
705	var10=numpy.concatenate var11=numpy.concatenate var18=xgboost.DMatrix	var29=xgboost.DMatrix
706	var11=numpy.concatenate var18=xgboost.DMatrix var29=xgboost.DMatrix	var30=xgboost.cv
707	var18=xgboost.DMatrix var29=xgboost.DMatrix var30=xgboost.cv	iloc
708	iloc iloc var34=xgboost.train	var35=pandas.read_csv
709	var14=var13.score var15.mean var16=pandas.DataFrame	var16=var16.sort_values
710	var15.mean var16=pandas.DataFrame var16=var16.sort_values	var19=var13.predict
711	import_xgboost var11=pandas.DataFrame var14=xgboost.DMatrix	var15=xgboost.DMatrix
712	var11=pandas.DataFrame var14=xgboost.DMatrix var15=xgboost.DMatrix	var17=var14.get_label
713	var14=xgboost.DMatrix var15=xgboost.DMatrix var17=var14.get_label	var19=xgboost.train
714	var15=xgboost.DMatrix var17=var14.get_label var19=xgboost.train	matplotlib.pylab.figure
718	matplotlib.pyplot.show import_xgboost var6=xgboost.DMatrix	var8=xgboost.train
719	import_xgboost var6=xgboost.DMatrix var8=xgboost.train	var9.close
720	var13=pandas.read_csv var0=pandas.read_csv var6=pandas.get_dummies	var15=pandas.get_dummies
721	var0=pandas.read_csv var6=pandas.get_dummies var15=pandas.get_dummies	var6=xgboost.DMatrix
722	var6=pandas.get_dummies var15=pandas.get_dummies var6=xgboost.DMatrix	var15=xgboost.DMatrix
723	var15=pandas.get_dummies var6=xgboost.DMatrix var15=xgboost.DMatrix	var16=xgboost.train
724	var6=xgboost.DMatrix var15=xgboost.DMatrix var16=xgboost.train	var17=numpy.expm1
725	var14.append_0 var14.append_1 var17=var16.fit	var18=var16.evaluate
726	var1=pandas.read_csv var2=pandas.read_csv var3=var1.describe	var3=var3.transpose
727	var2=pandas.read_csv var3=var1.describe var3=var3.transpose	var3.head
728	var3=var1.describe var3=var3.transpose var3.head	var4=var1.corr
729	var1.head var23=numpy.asarray var22=var22.fit	var22.score
730	var23=numpy.asarray var22=var22.fit var22.score	var24.fit
731	var22=var22.fit var22.score var24.fit	var24.score
732	var22.score var24.fit var24.score	var23=var24.predict
733	index var17=numpy.log var20.fit	var21=var20.predict
734	var8=numpy.array var9=numpy.log1p var10.fit	var11=numpy.expm1
735	var9=numpy.log1p var10.fit var11=numpy.expm1	var12=pandas.DataFrame
736	var6=var7.fit_transform var8=numpy.reshape var10.add_lstm	var10.add_dense
737	var8=numpy.reshape var10.add_lstm var10.add_dense	var10.compile
738	var10.add_lstm var10.add_dense var10.compile	var10.fit
739	var10.add_dense var10.compile var10.fit	var10.save
740	var10.compile var10.fit var10.save	var12=numpy.reshape
746	var13=keras.backend.flatten var14=keras.backend.flatten var20.add_conv1d	var20.add_batchnormalization
747	var14=keras.backend.flatten var20.add_conv1d var20.add_batchnormalization	var20.add_gru
748	var20.add_conv1d var20.add_batchnormalization var20.add_gru	var20.add_batchnormalization
749	var20.add_batchnormalization var20.add_gru var20.add_batchnormalization	var20.add_dense
750	var20.add_gru var20.add_batchnormalization var20.add_dense	var20.add_batchnormalization
751	var20.add_batchnormalization var20.add_dense var20.add_batchnormalization	var20.add_dense
752	var20.add_dense var20.add_batchnormalization var20.add_dense	var20.add_batchnormalization
754	var20.add_dense var20.add_batchnormalization var20.add_dense	var20.compile
755	var20.add_batchnormalization var20.add_dense var20.compile	var20.summary
756	var20.add_dense var20.compile var20.summary	keras.backend.set_value
757	var20.compile var20.summary keras.backend.set_value	var23=var20.fit_generator
761	var10.add_dense var10.compile var10.fit	var12=numpy.reshape
762	var0.plot var0.dropna var3.fit	var4=var3.predict
763	var0.dropna var3.fit var4=var3.predict	var5=var0.plot
764	var1.tail var2=var1.as_matrix var8.fit	var9=var8.predict
765	var9=var9.reshape var10=var10.reshape var13.add_lstm	var13.add_dropout
766	var10=var10.reshape var13.add_lstm var13.add_dropout	var13.add_lstm
767	var13.add_lstm var13.add_dropout var13.add_lstm	var13.add_dropout
768	var13.add_dropout var13.add_lstm var13.add_dropout	var13.add_lstm
772	var13.add_dropout var13.add_lstm var13.add_dropout	var13.add_dense
773	var13.add_lstm var13.add_dropout var13.add_dense	var13.compile
774	var13.add_dropout var13.add_dense var13.compile	var13.fit
775	var13.add_dense var13.compile var13.fit	var14=var13.predict
776	matplotlib.pyplot.title matplotlib.pyplot.show var24.summary	var25=var23.fit
777	matplotlib.pyplot.title matplotlib.pyplot.show var25.summary	var26=var23.fit
782	matplotlib.pyplot.tight_layout matplotlib.pyplot.show var14.append_0	var20=pandas.DataFrame
783	matplotlib.pyplot.show var14.append_0 var20=pandas.DataFrame	matplotlib.pyplot.figure
784	loc loc var23.fit	var24.fit
785	loc var23.fit var24.fit	import_numpy
786	var5.append_0 var6.append_1 var11.add_lstm	var11.add_dropout
787	var6.append_1 var11.add_lstm var11.add_dropout	var11.add_lstm
788	var11.add_lstm var11.add_dropout var11.add_lstm	var11.add_dropout
789	var11.add_dropout var11.add_lstm var11.add_dropout	var11.add_lstm
795	var11.add_dropout var11.add_lstm var11.add_dropout	var11.add_dense
