Masked	Next masked
import_xgboost var23=xgboost.DMatrix var25=xgboost.train 	var26=var25.predict var27=numpy.sqrt 
var63=lightgbm.Dataset var64=lightgbm.Dataset var67=lightgbm.train 	var63=lightgbm.Dataset var64=lightgbm.Dataset var68=lightgbm.train 
var63=lightgbm.Dataset var64=lightgbm.Dataset var68=lightgbm.train 	var69=xgboost.XGBRegressor var70=var69.fit 
var69=xgboost.XGBRegressor var70=var69.fit 	var71.fit 
var71.fit 	var72=var67.predict var73=var68.predict var74=var69.predict var75=var71.predict var76=pandas.concat 
var6.fit 	var11=var6.predict 
var7.add_dense var7.add_dropout var7.add_batchnormalization var7.add_dense var7.add_batchnormalization var7.add_dropout var7.add_dense var7.add_batchnormalization var7.add_dropout var7.add_dense 	var7.compile 
var7.compile 	var7.fit 
var7.fit 	var9=var7.evaluate 
var11.fit 	matplotlib.pyplot.show 
var19=var11.fit 	var20=var11.predict 
var13=var12.fit 	var13.score 
var7.fit 	var9=var7.predict 
var3.fit 	var8=var3.predict 
var16.fit var19=var16.predict 	var20.write var20.close var20.write 
var15.fit 	var14.fillna var17=var15.predict 
var10.fit 	var12=var10.predict 
var6.fit 	var8=var6.predict 
var8.fit 	var15=var8.predict 
var26.fit 	var46=var26.predict 
var64=var63.fit_predict 	var65=pandas.read_csv var65.to_csv 
var3.fit 	var5=pandas.read_csv 
var17.fit 	var18=var17.predict 
var4.fit 	var8=var1.drop var8.set_index 
var12.add_dense var12.add_dropout var12.add_batchnormalization var12.add_dense var12.add_batchnormalization var12.add_dropout var12.add_dense var12.compile var17=var12.fit 	var18=var12.predict_proba 
var17.fit 	var21=var17.predict 
var63=lightgbm.Dataset 	var66=numpy.mean matplotlib.pyplot.plot matplotlib.pyplot.xlim matplotlib.pyplot.ylim matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show seaborn.kdeplot seaborn.kdeplot matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title var70=numpy.ravel var65.append_0 matplotlib.pyplot.plot var67.append_1 matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title var72=numpy.min matplotlib.pyplot.vlines matplotlib.pyplot.show 
var8.fit 	var10=var8.predict 
var15.fit var17=numpy.std 	var0.drop var1.drop 
var10.fit 	matplotlib.pyplot.show 
var7.fit 	var10=var7.predict 
var5=var5.as_matrix 	var3=var3.drop var4=var4.drop 
var8=keras.Sequential var8.add var8.add_dropout var8.add var8.add_dropout var8.add var9=keras.RMSprop var8.compile var8.fit var10=var8.predict 	var11=pandas.read_csv var11.to_csv 
var35.fit 	var37.fit 
var43.fit 	var45.fit 
var45.fit 	matplotlib.pyplot.figure matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.show 
var4.fit 	var5=var4.predict 
var58=xgboost.cv 	var59=xgboost.train 
var59=xgboost.train 	var60=xgboost.train 
var60.save_model 	var44=numpy.array 
var59=xgboost.train 	var59.save_model var61=xgboost.Booster var61.load_model 
var59.save_model var61=xgboost.Booster var61.load_model 	var62=var61.predict 
var20=tensorflow.contrib.learn.DNNClassifier 	var20.fit 
var24.fit 	var25=var24.predict 
var17.fit 	var19=var17.predict 
var13.fit 	var13.score 
var4.fit 	var5=pandas.read_csv 
shape 	matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.colorbar var36=numpy.arange matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.text 
var4.fit 	loc 
var6.fit var7=var6.predict 	var8=pandas.DataFrame var8.to_csv 
var16.fit 	var11=var16.predict 
var16.fit 	var47=var16.predict 
var57.fit 	var55=var57.predict 
var10.fit var10.score 	var11.fit var11.score 
var11.fit var11.score 	var12.fit var12.score 
var12.fit var12.score 	import_xgboost var13=xgboost.XGBClassifier var13.fit var13.score 
import_xgboost var13=xgboost.XGBClassifier var13.fit var13.score 	var14=pandas.read_csv var14=var14.fillna iloc var15=var17.fit_transform 
var11.fit var13=var11.predict 	var14.to_csv 
var35.fit var35.score 	var36=var35.predict 
var21.fit 	var22.fit 
var22.fit 	var20.remove 
var11=xgboost.DMatrix var12=xgboost.DMatrix var14=xgboost.train 	var15=xgboost.DMatrix 
var15=xgboost.DMatrix 	var16=var14.predict 
var19.fit 	var20.fit 
var20.fit 	var21=var19.predict var22=var20.predict 
var12.fit 	var13=pandas.DataFrame 
var13=pandas.DataFrame 	var14=var12.predict pandas.unique 
var16.fit 	var14=var16.predict pandas.unique 
var16.fit var17=var16.predict 	var18=pandas.read_csv var18.fillna var18.drop var18.tail 
iloc iloc var7.fit 	var8=var7.predict 
var8.fit 	var9.fit 
var9.fit 	matplotlib.pyplot.plot 
var9.fit 	var10=pandas.DataFrame matplotlib.pyplot.grid 
var50.add_dense var50.add_activation var50.compile 	var51=var50.fit 
var51=var50.fit 	import_matplotlib.pyplot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var11=lightgbm.train 	var12=var11.predict 
var17.fit var19=var17.predict 	var21.fit var22=var21.predict 
var20.fit 	var21=var20.predict 
var46.fit 	var45=pandas.DataFrame 
var54=xgboost.XGBClassifier 	var55=var54.fit 
var55=var54.fit 	var56=xgboost.XGBClassifier 
var56=xgboost.XGBClassifier 	var57=var56.fit 
var57=var56.fit 	var58=var55.predict var59=var57.predict 
var60=xgboost.XGBClassifier 	var61=var60.fit var62=var61.predict 
var41.fit 	var41.fit 
var41.fit 	var43=var41.predict 
var45.fit 	var46=var45.predict 
var56=lightgbm.Dataset var59=lightgbm.train 	var60=var59.predict 
var71.fit 	var72=var71.predict var73=var71.predict_proba 
var116=numpy.sum le_ 	var120=var119.fit estimators_ var122=lightgbm.LGBMClassifier var122.set_params var118.append_0 
var38=xgboost.DMatrix var39=xgboost.DMatrix var41=xgboost.train 	var42=xgboost.DMatrix var43=var41.predict var44=pandas.read_csv var44.to_csv seaborn.countplot matplotlib.pyplot.show 
var38=lightgbm.Dataset var39=lightgbm.Dataset var41=lightgbm.train 	var46=var41.predict var47=pandas.read_csv var47.to_csv seaborn.countplot matplotlib.pyplot.show 
var48.fit 	var49=var48.predict_proba var50=pandas.read_csv var50.to_csv seaborn.countplot matplotlib.pyplot.show 
lightgbm.fit 	var12=var1.drop var12.fillna var13=lightgbm.predict 
var42.fit 	var43=pandas.Series 
var45.fit 	var49=pandas.DataFrame 
var44.fit 	var46=var45.predict 
var78.fit 	var79.fit 
var80.fit 	var81=numpy.array var83=numpy.arange var85=pandas.DataFrame 
var80.fit 	import_scipy 
var110=lightgbm.LGBMClassifier var110.set_params var112=var110.fit 	var110.fit 
var119=torch.nn.CrossEntropyLoss var121=torch.optim.Adam 	var123=numpy.argmax var121.zero_grad var131.backward var121.step 
var11.fit 	var7=var11.transform var8=var11.transform 
import_lightgbm var16=lightgbm.LGBMClassifier 	var16.fit 
var63.fit var65=pandas.DataFrame var65.head 	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title var66=numpy.min matplotlib.pyplot.vlines matplotlib.pyplot.show 
var74.to_csv 	var58=pandas.DataFrame var30=var58.corr var31=var30.where 
var76.fit 	matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
var34=numpy.sum le_ 	le_ 
var47=var47.fit estimators_ 	var49=numpy.mean var50=numpy.std 
var24=pandas.DataFrame var43.fit 	var44=var43.predict 
var36=lightgbm.LGBMClassifier var36.set_params var34=var36.fit 	var37=pandas.read_csv 
var44=numpy.sum le_ 	var48=var47.fit estimators_ var50=lightgbm.LGBMClassifier var50.set_params var46.append_0 
import_lightgbm var32=lightgbm.LGBMClassifier var32.fit 	import_pickle 
var47=numpy.sum le_ 	var51=var50.fit estimators_ var53=lightgbm.LGBMClassifier var53.set_params var49.append_0 
var31=numpy.sum le_ 	var35=var34.fit estimators_ var37=lightgbm.LGBMClassifier var37.set_params var33.append_0 
var64=lightgbm.LGBMClassifier 	var64.fit 
var64.fit 	var65=var64.predict var65=var65.astype 
le_ 	var34.set_params var34.set_params var37=pandas.Series var41=pandas.Series var45=numpy.array var35.append_0 var43.append_1 var42.append_2 
var46=lightgbm.LGBMClassifier 	var45=numpy.array 
var45=numpy.array 	var50=numpy.mean var51=numpy.std 
var11.append_0 	var14.append_0 var15.append_1 
var117=lightgbm.LGBMClassifier 	var117.fit var121.append_0 var120.append_1 
var19.drop var23=lightgbm.LGBMClassifier 	var23.fit var26.append_0 
var23.fit var26.append_0 	matplotlib.pyplot.subplots var28=seaborn.barplot var28.set_xlabel var28.set_ylabel var28.tick_params var28.set_title 
var48=numpy.argmax var49=numpy.max var51=numpy.sum le_ var47.fit var47.fit var47.fit var47.fit 	var55=var54.fit estimators_ var57=lightgbm.LGBMClassifier var57.set_params var53.append_0 
seaborn.distplot 	seaborn.distplot 
var54=numpy.argmax var55=numpy.max var57=numpy.sum le_ var51.fit var59=var51.fit var51.fit var59=var51.fit 	var59=var61.fit estimators_ var63=xgboost.XGBClassifier var60.append_0 
var51=numpy.argmax var52=numpy.max var54=numpy.sum le_ var50.fit var56=var50.fit var50.fit var56=var50.fit 	var56=var58.fit estimators_ var60=xgboost.XGBClassifier var57.append_0 
var31.fit var32=var28.mean var33=var28.std 	var34.fit var35=var28.mean var36=var28.std 
var37.fit var38=var28.mean var39=var28.std 	var40.fit var41=var28.mean var42=var28.std 
var43.fit 	var45=pandas.concat index var45.to_csv 
import_pandas import_numpy var0=pandas.read_csv var1=var0.drop var3.fit var4=pandas.DataFrame 	var5=pandas.concat var8.fit 
var1.fit 	var0=var1.transform 
var2.fit 	var3=var0.copy var3=pandas.DataFrame 
var42=lightgbm.LGBMClassifier var42.fit var35.append_0 	var43.to_csv 
var61.fit var35.append_0 	var66.to_csv 
var54.fit 	cv_results_ 
var70.fit 	var56=var70.predict 
var26.append_0 var25.append_1 	var24=plotly.graph_objs.Line var4=plotly.graph_objs.Layout var5=plotly.graph_objs.Figure 
var82=pandas.DataFrame 	var82=var82.append_0 
var5.fit 	var6=var4.inverse_transform 
var3.fit 	var4=var3.predict 
var15.train var16=var15.model_performance 	import_itertools matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.colorbar var17=numpy.arange matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.text 
var18.fit 	var19=var18.predict 
var11.fit 	var13=var11.predict 
var10.add_dense var10.add_dropout var10.add_dense var10.add_dense var10.compile var11=var10.fit 	var15=var14.sample var16=var13.append_0 var16=var16.sample var20=var19.sample var21=var18.append_1 var21=var21.sample var22=var16.drop var22=numpy.asarray var23=numpy.asarray var24=var21.drop var24=numpy.asarray var25=numpy.asarray 
var10.add_dense var10.add_dropout var10.add_dense var10.add_dense var10.compile var26=var10.fit 	var27=numpy.asarray var28=numpy.asarray 
var49.fit 	var49.score 
var53.fit 	var53.score 
var57.fit var58=var57.predict 	var57.score 
var0=pandas.read_csv var3=numpy.vstack var4=numpy.hstack var5=numpy.vstack var6=numpy.hstack var7.fit 	var10.append_0 var11.append_1 var12.append_2 var17=var7.score_samples var18=var17.copy var14.append_3 var15.append_4 var13.append_5 
var18.fit 	var17=var18.predict 
var19.fit 	var17=var19.predict 
var20.fit 	var17=var20.predict 
var21.fit 	var17=var21.predict 
var22.fit 	var23=var22.predict 
var24.fit 	var23=var21.predict 
var2.fit 	var3=var2.decision_function 
var12.fit 	var8=var12.predict 
var13.fit 	var8=var13.predict 
var14.fit 	var8=var14.predict 
var15.fit 	var8=var15.predict 
var20.fit 	var8=var20.predict 
var23.fit 	var8=var23.predict 
var24.fit 	var8=var24.predict 
var4.fit var5=pandas.DataFrame 	matplotlib.pyplot.subplots seaborn.heatmap 
var4.fit 	var10=var4.predict 
var18.fit 	var16=var18.predict var17=var18.decision_function 
var19.fit 	var16=var19.predict var16=var19.predict var17=var19.decision_function 
var22.fit 	var16=var22.predict var17=var22.decision_function 
var24=var23.fit_transform var25=var23.transform var26.fit 	var16=var26.predict var16=numpy.array var17=var26.decision_function 
shape 	var35.compile var35.fit 
var35.compile var35.fit 	var22=var35.predict var30=var30.argmax var22=var22.argmax 
var10=xgboost.XGBClassifier 	var8.fit 
var9.fit 	var10.fit 
var12=lightgbm.plot_metric 	var12=lightgbm.plot_importance 
var12=lightgbm.plot_importance 	var12=lightgbm.plot_tree 
var16.fit var15=var16.predict 	var17.fit var18=var17.predict 
var12.fit var13=var12.predict 	import_matplotlib.pyplot matplotlib.pyplot.title matplotlib.pyplot.scatter matplotlib.pyplot.axhline matplotlib.pyplot.show 
import_numpy import_tensorflow import_os import_numpy import_pandas import_cv2 import_glob var2=var1.drop var2.drop var3.drop var4.compile var5=var4.fit var6=pandas.read_csv var4.add_dense var4.add_dropout var4.add_dense var4.add_dropout var4.add_dense 	import_matplotlib.pyplot 
var26=tensorflow.placeholder 	var27=tensorflow.placeholder var28=tensorflow.Variable var29=tensorflow.Variable var31=tensorflow.Variable var32=tensorflow.Variable var34=tensorflow.Variable var35=tensorflow.Variable var37=tensorflow.Variable var38=tensorflow.Variable var41=tensorflow.placeholder 
var27=tensorflow.placeholder var28=tensorflow.Variable var29=tensorflow.Variable var31=tensorflow.Variable var32=tensorflow.Variable var34=tensorflow.Variable var35=tensorflow.Variable var37=tensorflow.Variable var38=tensorflow.Variable var41=tensorflow.placeholder 	shape 
shape 	var50=tensorflow.equal var51=tensorflow.reduce_mean 
var52.append_0 var53.append_1 var54.append_2 var55.append_3 	matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var4.add_dense var4.add_dense var4.add_dense var4.add_dense var4.add_dense var4.add_dense var4.add_dense 	var4.compile 
var4.compile 	var4.fit 
var4.fit 	var4.evaluate 
var15.fit var16=var15.predict 	var17=numpy.linspace matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.ylim matplotlib.pyplot.xlim matplotlib.pyplot.title matplotlib.pyplot.legend 
var9.fit var10=var9.predict 	var12=numpy.array var14=matplotlib.pyplot.figure var15=var14.add_subplot seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel var15=var14.add_subplot seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var9.fit var10=var9.predict 	var9.fit var10=var9.predict 
var9.fit var10=var9.predict 	var14=matplotlib.pyplot.figure var16=var14.add_subplot var16.set_xlim var16.set_ylim var16.set_xlabel var16.set_ylabel var16.set_title var17=var14.add_subplot var17.set_xlim var17.set_ylim var17.set_xlabel var17.set_ylabel var17.set_title var16.legend var17.legend matplotlib.pyplot.show var9.fit var16.plot var17.plot 
var10.fit 	var11.fit 
var11.fit 	var12.fit 
var12.fit 	var13=var10.predict var14=var12.predict var15=var11.predict 
var20.add_dense var20.add_dense var20.add_dense var20.add_dense var20.compile var20.fit 	var21=var20.predict 
var12=torch.utils.data.TensorDataset var13=torch.utils.data.DataLoader 	var9.zero_grad var15.backward var9.step 
var16=tensorflow.reduce_mean var18=tensorflow.equal var19=tensorflow.reduce_mean 	var20.add_summary 
var6.fit 	var7=var6.score var8=var6.score 
var13=statsmodels.api.Logit var14=var13.fit 	var15=var14.predict 
var18=statsmodels.api.Logit var19=var18.fit 	var20=var19.predict 
var33=statsmodels.api.Logit var34=var33.fit 	var35=var34.predict 
shape 	var22.compile 
var22.compile 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 
