Masked	Next masked
matplotlib.pyplot.subplot matplotlib.pyplot.axis matplotlib.pyplot.imshow matplotlib.pyplot.subplot matplotlib.pyplot.axis matplotlib.pyplot.imshow 	import_six.moves.cPickle import_gzip import_os import_sys import_timeit var60=numpy.asarray var61=numpy.zeros 
var62=numpy.prod var64=numpy.sqrt var61=numpy.zeros 	layer4 layer4 
layer4 layer4 	var66=numpy.int var67=numpy.int var68=numpy.int var69=numpy.zeros var70=numpy.zeros var71=numpy.zeros var72=numpy.zeros var73=numpy.zeros var74=numpy.zeros 
var2=pandas.read_csv var2.head 	var3.head 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	var7=pandas.merge 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5.hist shape shape 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var2.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var2.head 
var1=pandas.read_csv var1.tail 	var1.describe 
var2=pandas.read_csv var2.head 	var3=pandas.read_csv var3.head 
var3=pandas.read_csv var3.head 	var4=pandas.read_csv var4.head 
var4=pandas.read_csv var4.head 	var5=pandas.read_csv var5.head 
var5.head 	var9=numpy.zeros var10=numpy.zeros var11=numpy.zeros 
import_numpy import_pandas import_matplotlib.pyplot import_os var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var3.head 	var6.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var6=pandas.DataFrame 	var7=pandas.DataFrame var7.to_csv var7.head 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var4=pandas.merge var4=var4.fillna var4=var4.drop 	var7=var4.drop var7=var7.as_matrix var6=var6.as_matrix var7=var7.reshape var6=var6.reshape var8=var4.drop var8=var8.as_matrix var8=var8.reshape 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_xgboost var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var1.head 
var4=pandas.read_csv 	var4.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var0.head 
var9=pandas.read_csv var10=pandas.read_csv shape var9=var9.merge 	var12=pandas.DataFrame var12.append_0 
var18=pandas.read_csv var17=var17.merge var10=var10.merge 	var19=pandas.read_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var4.drop 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5=var3.copy var7.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var0.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var3.info 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5.reset_index 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.merge var5=pandas.merge var5=pandas.merge 	import_matplotlib.pyplot import_seaborn seaborn.tsplot matplotlib.pyplot.show 
var0=pandas.read_csv 	var1=pandas.from_csv var2=var1.groupby var2.plot 
var1=pandas.from_csv var2=var1.groupby var2.plot 	var2=var1.groupby var2.plot 
var1=pandas.read_csv 	var2=var0.merge 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var1.head 
pandas.read_csv 	import_datetime 
var0=pandas.read_csv 	import_datetime var0.info 
var13=pandas.read_csv var13.info 	var13=var13.merge var13=var13.drop_duplicates 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var0.head var1.head var2.head var4.head var6=pandas.merge var6.head var7=pandas.merge var7.head 
var6.set_index var6.reset_index moments var17=var16.fit var20=var17.predict var21=pandas.DataFrame var21.to_csv var22=pandas.read_csv 	var23=pandas.read_csv 
var1=pandas.read_csv var1.head 	var3=pandas.read_csv var3.head 
var4=pandas.read_csv var4.head 	var5=var1.drop var5.head 
var0=pandas.read_csv 	var1=pandas.read_csv 
var1=pandas.read_csv 	var0.head 
import_pandas import_numpy import_os var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var2.head 	var2.head var8=var8.fit var9=pandas.DataFrame var10=var8.predict var12=pandas.DataFrame var12.to_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	loc loc 
var0.to_csv var1.to_csv 	var12=pandas.concat var13=var12.pivot_table var14=seaborn.heatmap 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var1.head 
var2=pandas.read_csv var2.head 	var3=pandas.merge var3.sort_values var3.head 
var8.to_csv 	var3.to_csv 
var3.to_csv 	var10=pandas.read_csv var10.head 
var10=pandas.read_csv var10.head 	var11=pandas.merge var11.sort_values var11.head 
var1=pandas.read_csv var1.head 	var1.info 
var2=pandas.read_csv var2.head 	var2.info 
var17=pandas.read_csv 	var17=var17.drop var17.set_index 
import_pandas import_numpy import_gc import_itertools import_seaborn import_matplotlib.pyplot import_os var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var7.set_index var3.set_index var10.set_index var11.set_index 
import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var2.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var0.head 	var3.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var8=pandas.DataFrame var9=pandas.concat var11=pandas.DataFrame var6.append_0 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	var7=pandas.DataFrame var9=var1.groupby var10=var10.rename var10=pandas.merge var10=pandas.merge var10.to_csv var10.head var7.append_0 
var10=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var34=pandas.DataFrame var34=var34.merge var35=pandas.concat 	var38=pandas.read_csv var35=var35.merge var41=var35.drop var35.rename var41=var38.drop var41=var38.drop var38.rename var38.rename var38=var38.drop_duplicates 
import_numpy import_pandas import_datetime import_matplotlib.pyplot var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var6=var6.sort_values var7=var6.plot 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var0=var0.drop var0.head 
var0=pandas.read_csv var0.head 	var0.tail 
var27=pandas.read_csv 	var27.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var2=var2.sort_values 
var6=pandas.DataFrame var12=numpy.setdiff1d var13=pandas.Series var14=pandas.Series var15=pandas.Series var16=pandas.Series var17=pandas.Series var18=pandas.concat var6=pandas.concat 	var6.rename var2=pandas.concat 
var1=pandas.read_csv var1.head 	var2.head 
var2=pandas.read_csv var3=pandas.read_csv 	var2.info 
var6=pandas.read_csv 	var6.head 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.show 
var16=pandas.read_csv 	var16.to_csv 
var9=pandas.read_csv 	var10=var10.fillna var10=var10.replace var10=var10.replace var10=var10.drop 
var5=pandas.read_csv 	var6=var5.fillna var7=var6.drop 
var11.writerow 	var10.close var11.writerow 
var2=pandas.read_csv var2.info 	var2.head 
var3=pandas.read_csv 	var4=var2.dropna 
var0=pandas.read_csv var1=var0.sort_values var1.head 	matplotlib.pyplot.plot matplotlib.pyplot.show 
var2=pandas.read_csv 	var5=pandas.DataFrame var5.to_csv var4.append_0 
var0=pandas.read_csv var1=pandas.read_csv 	var2=var0.drop var2=var2.drop var3=var1.drop var3=var3.drop 
var0=pandas.read_csv var1=pandas.read_csv 	var2=var0.dropna 
var0=pandas.read_csv 	var0=var0.drop 
var1=pandas.read_csv var2=pandas.read_csv 	var3.value_counts 
var9=pandas.read_csv 	var9.head 
import_pandas var0=pandas.read_csv var0.info 	import_numpy var2=numpy.sort 
var0=pandas.read_csv var0.fillna 	var1=pandas.read_csv var1.fillna 
var1=pandas.read_csv var1.fillna 	matplotlib.pyplot.figure matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var7.fit var17=var7.predict var18=pandas.read_csv var18.to_csv 	var14.fit var19=pandas.read_csv var19.to_csv 
var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.value_counts 
var0=pandas.read_csv var1=pandas.read_csv 	var3=var0.fillna var4.append_0 var5.append_1 
import_matplotlib import_pandas import_numpy var0=pandas.read_csv var0=var0.replace var0=var0.replace var0=var0.replace 	var0.head 
var11=pandas.read_csv var11.to_csv 	var12.append_0 
var0=pandas.read_csv var1=pandas.read_csv 	var3=var2.fit_transform iloc 
var3=pandas.read_csv var3.head 	var3.describe 
var4=pandas.read_csv var4.head 	var5=var3.append_0 
var53.fit var55=pandas.read_csv seaborn.countplot matplotlib.pyplot.show 	var55.to_csv 
var0=pandas.read_csv var1=pandas.read_csv 	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.figure 
var0=pandas.read_csv var1=pandas.read_csv 	var21=pandas.concat 
var0=pandas.read_csv var1.add_SQBedjefe var1.add_SQBdependency var1.add_overcrowding var1.add_qmobilephone var1.add_rooms var1.add_SQBhogar_nin var1.add_Target 	loc household 
var0=pandas.read_csv var1=pandas.read_csv 	var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop var2=var2.drop var3=var3.drop 
var0=pandas.read_csv 	var1=pandas.crosstab 
var28=pandas.read_csv 	var28.head 
var43=pandas.read_csv matplotlib.pyplot.hist 	var39=pandas.DataFrame seaborn.lmplot 
var14=pandas.read_csv 	var16=var14.drop 
var9=pandas.read_csv 	var10.append_0 
var0=pandas.read_csv var0.info 	columns 
var0=pandas.read_csv 	var1=pandas.DataFrame 
var0=pandas.read_csv var1=pandas.read_csv 	var0=var0.drop var1=var1.drop 
var11=pandas.read_csv 	var13=var6.transform 
var0=pandas.read_csv var0.describe var0=var0.fillna 	iloc var1.head 
var0=pandas.read_csv var0=var0.drop var2.fit var3=var2.transform var0=pandas.DataFrame 	var5.fit var6=numpy.array var7=numpy.array var8=var8.sort_values 
var15=pandas.read_csv loc var2.fit var17=var2.transform var16=pandas.DataFrame var19=pandas.concat 	var20.append_0 loc 
var1=pandas.read_csv 	matplotlib.pyplot.figure matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var17=pandas.read_csv var17.head 	var17.to_csv var17.head 
var0=pandas.read_csv var1=pandas.read_csv 	var3=var3.fillna var3=var3.replace var3=var3.drop 
var44=var43.predict var45=pandas.read_csv var45.to_csv 	var45.head 
var0=pandas.read_csv var0.fillna var0.tail 	var1=var0.drop 
var19=pandas.read_csv var19.tail 	var20=pandas.DataFrame 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var0=var0.fillna var1=var1.fillna 
var9=var8.predict var10=pandas.read_csv var10.to_csv 	var10.head 
var19=pandas.read_csv var19.head 	var19.to_csv var19.head 
var1=pandas.read_csv var1.head 	var2=pandas.concat 
var2=pandas.read_csv var3=pandas.read_csv 	var4=pandas.concat 
var20=var19.fit var21=var20.predict var22=pandas.read_csv var22.to_csv 	var23=xgboost.XGBClassifier var20=var23.fit var21=var20.predict var22=pandas.read_csv var22.to_csv 
var23=xgboost.XGBClassifier var20=var23.fit var21=var20.predict var22=pandas.read_csv var22.to_csv 	var24=lightgbm.LGBMClassifier var20=var24.fit var21=var20.predict var22=pandas.read_csv var22.to_csv 
var24=lightgbm.LGBMClassifier var20=var24.fit var21=var20.predict var22=pandas.read_csv var22.to_csv 	var20=var24.fit var21=var20.predict var22=pandas.read_csv var22.to_csv 
var0=pandas.read_csv var0.head 	var1=pandas.read_csv 
var52=pandas.read_csv var52.head 	var52.to_csv var52.head 
pandas.set_option var0=pandas.read_csv var1=pandas.read_csv var1.head 	var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.get_dummies var3=pandas.concat 
var42=xgboost.DMatrix var43=var41.predict var44=pandas.read_csv var44.to_csv seaborn.countplot matplotlib.pyplot.show 	var38=lightgbm.Dataset var39=lightgbm.Dataset var41=lightgbm.train 
var46=var41.predict var47=pandas.read_csv var47.to_csv seaborn.countplot matplotlib.pyplot.show 	var48.fit 
var49=var48.predict_proba var50=pandas.read_csv var50.to_csv seaborn.countplot matplotlib.pyplot.show 	var52=pandas.read_csv var52.to_csv seaborn.countplot matplotlib.pyplot.show 
var0=pandas.read_csv 	var1=var0.groupby var4=pandas.DataFrame var6=var6.assign columns 
var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.get_dummies var3=pandas.concat 
var1=pandas.read_csv var2=pandas.read_csv var1.info 	columns 
var65=pandas.DataFrame var65=var65.assign var65.to_csv var65.head 	var66.savefig var66.show 
var70=pandas.DataFrame var70=var70.assign var70.to_csv var70.head 	var71.savefig var71.show 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var0.info 
var56=pandas.read_csv 	var57=var56.copy var58=var56.copy 
var19=pandas.read_csv var20=var19.drop var21=var2.drop 	var21=var2.drop var27=var3.drop var28=pandas.concat var29=pandas.concat var30=pandas.concat 
var46=pandas.read_csv 	var47=var46.copy var48=var46.copy 
var0=pandas.read_csv var1=pandas.read_csv var0.drop var1.drop shape shape 	var0.head 
var0=pandas.read_csv var0.to_csv 	var3=numpy.array 
var4=pandas.read_csv var5=var4.query 	var8=pandas.read_csv var9=pandas.read_csv var11=pandas.DataFrame var12=pandas.DataFrame var12=var12.reset_index var11=var11.reset_index var15=pandas.merge var16=pandas.merge var15.fillna var16.fillna var17=var15.query var16=var16.query var17.drop var16.drop var17.drop var17=var22.fit_transform var16=var22.transform var28.append_0 var28.append_1 var28.append_2 var28.append_3 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var2=pandas.read_csv 
var2=pandas.read_csv 	var0.info 
var12=pandas.read_csv var13=pandas.read_csv 	var12.info 
var59=pandas.read_csv 	var59.to_csv var63=var59.copy var63.to_csv 
var60=pandas.read_csv 	var61=pandas.read_csv 
var61=pandas.read_csv 	var62=pandas.read_csv 
var62=pandas.read_csv 	var61=pandas.concat 
var1=pandas.read_csv var2=pandas.read_csv 	var1=pandas.concat var1.head 
var1=pandas.read_csv 	var2=pandas.concat 
var2.to_csv 	var2.drop 
var2=pandas.read_csv var3=pandas.read_csv var4.value_counts 	var6=pandas.DataFrame var6=var6.sort_values shape var6.head var6=pandas.DataFrame var6=var6.sort_values shape var6.head 
var14=pandas.read_csv 	var14=var14.fillna 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv 	var0.head 
var9=pandas.read_csv 	var10=pandas.concat 
import_pandas import_sklearn var0=pandas.read_csv 	var0=var0.drop var0=var0.drop var0=var0.drop var0=var0.drop 
var6=pandas.read_csv 	var6=var6.drop var6=var6.drop var6=var6.drop var6=var6.drop 
var1=pandas.read_csv 	var1.to_csv 
var11=pandas.read_csv var11.pop 	var11.head 
var1=pandas.read_csv var2=pandas.read_csv 	pandas.set_option var1.head 
var67=pandas.read_csv 	var68=pandas.read_csv 
var68=pandas.read_csv 	var69=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot var0=pandas.read_csv 	seaborn.countplot 
var7=pandas.read_csv var7.head 	var7=var7.dropna 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var0.describe 	columns 
var1=pandas.read_csv var2=pandas.read_csv 	var1.info 
var7=pandas.read_csv 	var7.info 
var6=pandas.read_csv var7=pandas.read_csv 	var6.info 
var1=pandas.read_csv var1.head 	var1=pandas.read_csv var1.describe 
var1=pandas.read_csv var1.describe 	var2=pandas.read_csv var2.head 
var2=pandas.read_csv var2.head 	seaborn.countplot 
var0=pandas.read_csv var0.replace var0.replace var0.sort_values 	columns 
var59=pandas.read_csv 	var59.replace var59.replace 
var67.to_csv 	var15=numpy.array var15=numpy.concatenate 
var0=pandas.read_csv var1=pandas.read_csv var3=numpy.array 	var7.fit 
var11=pandas.read_csv var12=var11.drop var13=var12.dropna var14=var13.apply iloc var9.fit var16=var9.predict 	var17=pandas.DataFrame 
var0=pandas.read_csv var1=pandas.read_csv 	var1.tail 
var0=pandas.read_csv var1=pandas.read_csv 	var5=pandas.DataFrame var7=var7.assign columns 
var41=pandas.read_csv var41.to_csv var41.head 	var42=var0.corr 
var0=pandas.read_csv 	var1=var0.dropna 
var2=pandas.read_csv 	var3=var2.dropna 
var0=pandas.read_csv var1=pandas.read_csv 	matplotlib.pyplot.figure var6=var0.select_dtypes var7=matplotlib.pyplot.subplot seaborn.kdeplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
import_seaborn import_numpy import_pandas import_matplotlib.pyplot seaborn.set import_os var0=pandas.read_csv var1=pandas.read_csv var0.head 	var0.info 
var0=var0.split 	var1.keys 
var26.to_csv 	var26.head 
var0=pandas.read_csv var0.drop var0.drop 	import_matplotlib.pyplot import_sklearn.preprocessing var4=var3.fit_transform matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.show 
var3=var2.as_data_frame 	matplotlib.pyplot.figure var5=matplotlib.gridspec.GridSpec matplotlib.pyplot.show var6=matplotlib.pyplot.subplot seaborn.distplot seaborn.distplot var6.set_xlabel var6.set_title 
