Masked	Next masked
var6=var0.count 	var6=var1.count 
var6=var1.count 	var7=var1.dropna var6=var7.count 
var7=var1.dropna var6=var7.count 	var8.summary 
var5=matplotlib.mlab.normpdf var6=matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.show 	shape shape iloc iloc cat 
var0.describe 	var2.append_0 
matplotlib.pyplot.figure seaborn.boxplot 	var2.append_0 
matplotlib.pyplot.subplots seaborn.heatmap seaborn.heatmap matplotlib.pyplot.show 	matplotlib.pyplot.figure seaborn.distplot seaborn.boxplot 
matplotlib.pyplot.figure seaborn.distplot seaborn.boxplot 	matplotlib.pyplot.figure seaborn.distplot 
var2=pylab.hist 	shape var4=pandas.concat cat 
var0.info 	var0.head 
var0.head 	var0.describe 
var1.shape 	var7=var1._get_numeric_data var7=var7.drop 
import_matplotlib.mlab import_matplotlib.pyplot var5=matplotlib.mlab.normpdf var6=matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.grid matplotlib.pyplot.show 	shape shape iloc iloc cat 
var0.describe 	var5=var5.drop 
var0.describe 	var1.describe 
seaborn.set var5=numpy.zeros_like var6=seaborn.diverging_palette seaborn.heatmap 	seaborn.pairplot 
seaborn.pairplot 	seaborn.boxplot 
import_numpy import_seaborn import_matplotlib.pyplot iloc seaborn.violinplot 	seaborn.violinplot matplotlib.pyplot.show 
seaborn.violinplot matplotlib.pyplot.show 	var8=pandas.corr var10.append_0 
seaborn.pairplot matplotlib.pyplot.show 	seaborn.countplot 
var1.head 	var0.drop 
var3.head 	shape shape index values index values 
seaborn.pairplot 	seaborn.pairplot 
seaborn.distplot 	seaborn.distplot 
seaborn.distplot 	var0.head 
var0.head 	var1=var0.select_dtypes var1.head 
var1=var0.select_dtypes var1.head 	matplotlib.pyplot.figure seaborn.heatmap 
matplotlib.pyplot.figure seaborn.heatmap 	var3.remove var3.remove var6=var0.copy var6.drop var7=seaborn.clustermap 
var12.remove 	var17.fit var12.append_0 
var20=matplotlib.pyplot.figure matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.yscale matplotlib.pyplot.subplot matplotlib.pyplot.scatter matplotlib.pyplot.title matplotlib.pyplot.yscale matplotlib.pyplot.show 	var20=matplotlib.pyplot.figure var21=var20.add_subplot var21.scatter matplotlib.pyplot.show 
var0.head 	var0.hist var3=matplotlib.pyplot.figure var4=numpy.log matplotlib.pyplot.hist matplotlib.pyplot.show 
var0.hist var3=matplotlib.pyplot.figure var4=numpy.log matplotlib.pyplot.hist matplotlib.pyplot.show 	var4=numpy.log matplotlib.pyplot.scatter matplotlib.pyplot.show matplotlib.pyplot.scatter matplotlib.pyplot.show 
var4=numpy.log matplotlib.pyplot.scatter matplotlib.pyplot.show matplotlib.pyplot.scatter matplotlib.pyplot.show 	var0.hist 
var0.describe 	var7=var7.drop 
var0.describe 	var6=var6.drop 
pymc3.traceplot matplotlib.pyplot.tight_layout 	var13=numpy.median var14=numpy.median var15=numpy.median 
matplotlib.pyplot.figure var3=numpy.sort matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel var6=numpy.sort matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.subplot var7.plot matplotlib.pyplot.subplot var8.plot matplotlib.pyplot.show 
matplotlib.pyplot.figure var9=numpy.sort matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel 
seaborn.distplot 	matplotlib.pyplot.figure seaborn.heatmap 
var6=pandas.DataFrame var5.head 	var5.head var6=pandas.DataFrame 
matplotlib.pyplot.figure matplotlib.pyplot.tight_layout 	var10=numpy.median var11=numpy.median var12=numpy.median 
var1.sample 	var2.sample 
seaborn.pairplot 	var7=var6.fit_predict var8=numpy.unique 
var0.head 	var5.fit 
var9=numpy.hstack 	var12=numpy.array var13=numpy.array 
var4=matplotlib.pyplot.figure var5=matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	var6=matplotlib.pyplot.figure var7=matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
var10=var9.apply var11=var10.mode var12=matplotlib.pyplot.figure var13=matplotlib.pyplot.hist matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	var14=var9.apply shape 
var34=var33.corr var34=var34.drop var34=var34.drop loc var35=var35.drop var23=matplotlib.pyplot.figure matplotlib.pyplot.hist matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title 	var36=var36.sort_values 
var36=var36.sort_values 	var40=matplotlib.pyplot.figure var41=seaborn.boxplot 
matplotlib.pyplot.hist matplotlib.pyplot.grid matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var6=numpy.concatenate var5.fit 
seaborn.boxplot 	seaborn.distplot 
seaborn.distplot 	seaborn.regplot 
seaborn.regplot 	var8=var7.corr seaborn.heatmap 
matplotlib.pyplot.figure seaborn.distplot 	matplotlib.pyplot.figure seaborn.distplot 
matplotlib.pyplot.figure seaborn.distplot 	var10.append_0 
iloc seaborn.violinplot 	seaborn.violinplot matplotlib.pyplot.show 
seaborn.violinplot matplotlib.pyplot.show 	matplotlib.pyplot.subplots seaborn.heatmap seaborn.heatmap matplotlib.pyplot.show 
matplotlib.pyplot.subplots seaborn.heatmap seaborn.heatmap matplotlib.pyplot.show 	var12=numpy.column_stack var13=numpy.concatenate var10.append_0 var16.fit var17=var16.transform var17=var17.reshape var17=var18.fit_transform var11.append_1 
var3=seaborn.violinplot var3.axis 	var0=var0.drop 
shape var10.append_0 	var11.fit 
var18=pandas.concat var15.drop var20=var15.copy var20.drop var21=var1.drop var21=var23.fit_transform var24=var23.fit_transform 	var25.append_0 var25.append_1 var25.append_2 
var0.head 	pandas.set_option 
var0.info var2.info var0.describe 	var5=seaborn.distplot 
var5=seaborn.distplot 	seaborn.set var7=seaborn.light_palette var8=numpy.zeros_like seaborn.heatmap 
seaborn.set var7=seaborn.light_palette var8=numpy.zeros_like seaborn.heatmap 	seaborn.countplot 
import_matplotlib.gridspec matplotlib.pylab.figure var17=matplotlib.gridspec.GridSpec matplotlib.pylab.show var5=matplotlib.pylab.subplot var5.set_xlabel var5.set_title 	matplotlib.pylab.figure matplotlib.pylab.plot matplotlib.pylab.xlabel matplotlib.pylab.ylabel matplotlib.pylab.title matplotlib.pylab.xticks matplotlib.pylab.plot matplotlib.pylab.text matplotlib.pylab.show var18.append_0 
matplotlib.pylab.figure matplotlib.pylab.plot matplotlib.pylab.xlabel matplotlib.pylab.ylabel matplotlib.pylab.title matplotlib.pylab.xticks matplotlib.pylab.plot matplotlib.pylab.text matplotlib.pylab.show var18.append_0 	var19.append_0 
matplotlib.pylab.figure var17=matplotlib.gridspec.GridSpec matplotlib.pylab.show var5=matplotlib.pylab.subplot seaborn.distplot var5.set_xlabel var5.set_title 	matplotlib.pylab.figure var17=matplotlib.gridspec.GridSpec var5=matplotlib.pylab.subplot seaborn.distplot var5.set_xlabel var5.set_title var5=matplotlib.pylab.subplot var5.set_xlabel var5.set_title var5=matplotlib.pylab.subplot seaborn.distplot var5.set_xlabel var5.set_title var5=matplotlib.pylab.subplot var5.set_xlabel var5.set_title var5=matplotlib.pylab.subplot seaborn.distplot var5.set_xlabel var5.set_title var5=matplotlib.pylab.subplot var5.set_xlabel var5.set_title matplotlib.pylab.show 
var4.append_0 var5.head 	var4.remove 
var12.head 	var12=var12.reset_index 
var13.head 	var14=var13.filter var14.head 
matplotlib.pyplot.figure seaborn.boxplot 	matplotlib.pyplot.figure seaborn.boxplot 
matplotlib.pyplot.figure seaborn.boxplot 	matplotlib.pyplot.figure seaborn.distplot 
matplotlib.pyplot.figure seaborn.distplot 	matplotlib.pyplot.figure seaborn.distplot seaborn.boxplot 
columns 	ix 
var4.mean 	var3.describe 
var3.describe 	matplotlib.pyplot.hist matplotlib.pyplot.show 
var3=pandas.get_dummies var3.head 	var4=pandas.concat var4.drop var4.drop var4.head 
var0.head 	columns 
var1=var0.corr var0.plot 	var0=var0.dropna 
var0.head 	import_numpy var5.fit 
var5=matplotlib.mlab.normpdf var6=matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	shape shape iloc iloc var10.head cat 
var2=numpy.log 	var3=var0.drop var4=var1.drop 
var4.head 	var4=var4.apply 
var2.head 	var7.head 
var7.head 	var7.describe 
var7.describe 	var9=numpy.sqrt 
var2.head 	iloc 
iloc 	iloc 
iloc 	var1=var1.drop var1=var1.drop 
var16=pandas.DataFrame var16=var16.sort_values var16.head 	loc 
var21=pandas.DataFrame var21.head 	var21.to_csv 
var0.info 	var1.info 
var1.info 	columns 
var0.describe 	var0.describe 
var0.describe 	var2.append_0 var3.append_1 
seaborn.pairplot 	matplotlib.pylab.figure matplotlib.pylab.hist matplotlib.pylab.title matplotlib.pylab.show 
seaborn.set var5=seaborn.diverging_palette var6=numpy.zeros_like seaborn.heatmap 	var2.remove 
var2.remove 	import_matplotlib.gridspec matplotlib.pylab.figure var7=matplotlib.gridspec.GridSpec matplotlib.pylab.show var8=matplotlib.pylab.subplot var8.set_xlabel var8.set_title 
import_matplotlib.gridspec matplotlib.pylab.figure var7=matplotlib.gridspec.GridSpec matplotlib.pylab.show var8=matplotlib.pylab.subplot var8.set_xlabel var8.set_title 	matplotlib.pylab.figure matplotlib.pylab.plot matplotlib.pylab.xlabel matplotlib.pylab.ylabel matplotlib.pylab.title matplotlib.pylab.xticks matplotlib.pylab.plot matplotlib.pylab.text matplotlib.pylab.show var9.append_0 
matplotlib.pylab.figure matplotlib.pylab.plot matplotlib.pylab.xlabel matplotlib.pylab.ylabel matplotlib.pylab.title matplotlib.pylab.xticks matplotlib.pylab.plot matplotlib.pylab.text matplotlib.pylab.show var9.append_0 	var10.append_0 
matplotlib.pylab.figure var7=matplotlib.gridspec.GridSpec matplotlib.pylab.show var8=matplotlib.pylab.subplot seaborn.distplot var8.set_xlabel var8.set_title 	matplotlib.pylab.figure var7=matplotlib.gridspec.GridSpec var8=matplotlib.pylab.subplot seaborn.distplot var8.set_xlabel var8.set_title var8=matplotlib.pylab.subplot var8.set_xlabel var8.set_title var8=matplotlib.pylab.subplot seaborn.distplot var8.set_xlabel var8.set_title var8=matplotlib.pylab.subplot var8.set_xlabel var8.set_title var8=matplotlib.pylab.subplot seaborn.distplot var8.set_xlabel var8.set_title var8=matplotlib.pylab.subplot var8.set_xlabel var8.set_title matplotlib.pylab.show 
var5.append_0 	var8.append_0 
var8.append_0 	var10.extend 
var10.extend 	import_xgboost 
matplotlib.pylab.figure xgboost.plot_importance 	var15=xgboost.DMatrix var20=numpy.exp var21=pandas.DataFrame var21.to_csv 
var1.info 	pandas.set_option pandas.set_option 
var11=var10.corr 	seaborn.heatmap 
var3.describe 	var4.describe 
var0.head 	var1=pandas.read_csv 
var1.head 	import_matplotlib.pyplot import_seaborn 
var3.head 	var6.append_0 var7.append_1 
var0.head 	ix 
matplotlib.pyplot.subplots seaborn.heatmap matplotlib.pyplot.show 	matplotlib.pyplot.subplots seaborn.kdeplot 
matplotlib.pyplot.subplots seaborn.kdeplot 	seaborn.kdeplot 
seaborn.countplot matplotlib.pyplot.show 	seaborn.distplot matplotlib.pyplot.show 
seaborn.distplot matplotlib.pyplot.show 	seaborn.distplot matplotlib.pyplot.show 
var0.head 	var0=pandas.get_dummies var0.tail 
var0=pandas.get_dummies var0.tail 	var0.head 
var0.head 	import_seaborn seaborn.lmplot 
import_seaborn seaborn.lmplot 	import_statsmodels.api 
import_numpy var14=var13.add_subplot var16=var14.imshow var14.grid var14.set_xticklabels var14.set_yticklabels var18=var13.colorbar 	var1.drop var2.drop var1.head 
import_matplotlib.pyplot import_seaborn seaborn.boxplot 	matplotlib.pyplot.subplots seaborn.heatmap 
matplotlib.pyplot.subplots seaborn.heatmap 	seaborn.heatmap matplotlib.pyplot.show 
seaborn.heatmap matplotlib.pyplot.show 	seaborn.distplot seaborn.boxplot 
seaborn.distplot seaborn.boxplot 	seaborn.distplot 
import_numpy var7=pandas.DataFrame import_matplotlib.pyplot var8=matplotlib.pyplot.figure var9=var8.add_subplot var10=var9.imshow var9.set_xlabel var9.set_xticks var9.set_xticklabels var9.set_ylabel var9.set_yticks var9.set_yticklabels var9.set_title matplotlib.pyplot.colorbar loc var12=numpy.sum 	import_numpy var7=pandas.DataFrame import_matplotlib.pyplot var8=matplotlib.pyplot.figure var9=var8.add_subplot var10=var9.imshow var9.set_xlabel var9.set_xticks var9.set_xticklabels var9.set_ylabel var9.set_yticks var9.set_yticklabels var9.set_title matplotlib.pyplot.colorbar loc var12=numpy.sum 
var6=var2.plot 	var8=var2.plot 
seaborn.violinplot matplotlib.pyplot.show 	var9=var5.corr 
var2=var1.pop var3=var1.pop 	seaborn.boxplot var4=matplotlib.pyplot.setp 
seaborn.boxplot var4=matplotlib.pyplot.setp 	var1.append_0 seaborn.heatmap matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title 
var1.append_0 seaborn.heatmap matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.title 	seaborn.distplot seaborn.boxplot matplotlib.pyplot.title 
seaborn.distplot seaborn.boxplot matplotlib.pyplot.title 	matplotlib.pyplot.title seaborn.distplot 
matplotlib.pyplot.title seaborn.distplot 	var6.append_0 
var5=pandas.get_dummies var6=pandas.get_dummies 	var7=numpy.setdiff1d 
import_matplotlib.pyplot import_seaborn seaborn.distplot 	var19=numpy.log1p seaborn.distplot 
var1.head 	var8=numpy.array var9=numpy.log1p 
var0.info 	dt 
var0.head 	dt 
var12=numpy.reshape 	var12=var7.transform 
var0.info 	var0.drop 
iloc 	var0.tail 
var0.tail 	var0.head 
var0.head 	var0.corr 
var0.corr 	seaborn.heatmap matplotlib.pyplot.show 
seaborn.heatmap matplotlib.pyplot.show 	var0.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
var0.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.show 
numpy.mean 	var0.describe 
var0.describe 	var0.plot 
var1.head 	matplotlib.pylab.plot 
matplotlib.pylab.plot 	var4=matplotlib.pylab.plot var5=matplotlib.pylab.plot var6=matplotlib.pylab.plot matplotlib.pylab.legend matplotlib.pylab.title matplotlib.pylab.show 
var0=var0.set_index 	var0=var0.rename 
var0.plot 	var0.dropna 
var1.describe 	var9.fit var4=var9.predict var9.score 
var0.plot 	var0.plot 
var0.info 	var0.rename 
matplotlib.pyplot.figure var9=matplotlib.pyplot.gca matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 	dt var10=var0.groupby 
dt var10=var0.groupby 	var18=pandas.DataFrame var19=pandas.DataFrame var20=pandas.merge var20.tail 
var18=pandas.DataFrame var19=pandas.DataFrame var20=pandas.merge var20.tail 	var21=pandas.DataFrame var22=pandas.DataFrame var23=pandas.merge var23.info 
matplotlib.pyplot.figure var9=matplotlib.pyplot.gca matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 	matplotlib.pyplot.figure var9=matplotlib.pyplot.gca matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
matplotlib.pyplot.figure var9=matplotlib.pyplot.gca matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 	var26.info 
var0.info 	var0.info 
var0.tail 	var0.corr 
var0.corr 	seaborn.heatmap 
seaborn.heatmap 	matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
matplotlib.pyplot.legend matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 	var0.plot matplotlib.pyplot.show 
var0.plot matplotlib.pyplot.show 	matplotlib.pyplot.show 
var2=var0.tail 	var3=pandas.melt 
var0.describe 	var0.boxplot 
var0.boxplot 	var0.corr 
seaborn.heatmap matplotlib.pyplot.show 	loc var8.plot matplotlib.pyplot.show 
loc var8.plot matplotlib.pyplot.show 	var0.plot matplotlib.pyplot.show 
var0.plot matplotlib.pyplot.show 	var8.plot 
var8.plot 	var8.plot var8.plot matplotlib.pyplot.savefig 
var8.plot var8.plot matplotlib.pyplot.savefig 	var9=var0.head var11=pandas.to_datetime var9=var9.set_index 
var0.head 	var0.head 
var0.head 	var0.head var15=var0.head var15.head 
var0.head var15=var0.head var15.head 	var16=pandas.read_csv var16.tail 
var16=var16.set_index var16.tail 	var17=var16.tail var17.pivot 
var17=var16.tail var17.pivot 	var18=var17.set_index 
var18=var17.set_index 	var18.unstack 
var18.unstack 	var18.unstack 
var18.unstack 	var19=var18.swaplevel 
var17.info 	matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var20=datetime.datetime var21.tail 
var20=datetime.datetime var21.tail 	matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var21.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
var1.head 	var1=var1.set_index var1.head 
var1=var1.set_index var1.head 	loc matplotlib.pyplot.setp matplotlib.pyplot.show var9=var5.groupby var7=pandas.DataFrame var9=var5.groupby var7=pandas.DataFrame var7=var7.append_0 var7=var7.append_1 
var0.info 	var0.corr 
seaborn.heatmap matplotlib.pyplot.show 	var0.head 
matplotlib.pyplot.legend matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 	var0.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.show 	matplotlib.pyplot.clf 
