Masked	Next masked
import_numpy import_pandas 	var3.extend var3.extend var0.append_0 var1.append_1 var2.append_2 
import_io import_bson import_matplotlib import_matplotlib.pyplot import_multiprocessing import_numpy import_pandas 	var10.rename var8.append_0 var6.append_1 
import_numpy import_pandas 	import_io import_bson import_matplotlib.pyplot import_multiprocessing var1=multiprocessing.Pool 
import_io import_bson import_matplotlib.pyplot import_multiprocessing var1=multiprocessing.Pool 	var5=numpy.array var6=numpy.array var5.append_0 var6.append_1 
import_io import_bson import_matplotlib.pyplot import_multiprocessing 	import_pandas import_numpy 
import_pymongo 	import_io import_bson import_matplotlib.pyplot import_multiprocessing 
import_io import_bson import_matplotlib.pyplot import_multiprocessing 	import_numpy import_scipy import_time 
import_numpy import_pandas 	import_numpy import_pandas import_bson import_io import_matplotlib.pyplot 
import_numpy import_pandas import_bson import_io import_matplotlib.pyplot 	var4=numpy.zeros 
import_numpy import_pandas import_matplotlib.pyplot import_json import_bson import_io 	import_os 
import_pandas import_numpy 	import_bson 
import_bson 	import_cv2 
import_cv2 	import_struct 
import_struct 	var2.sort_index 
import_multiprocessing 	var7=multiprocessing.Manager 
import_numpy import_pandas import_io import_bson import_matplotlib import_matplotlib.pyplot import_multiprocessing import_numpy import_pandas import_tensorflow import_tflearn 	var3.extend var3.extend var0.append_0 var1.append_1 var2.append_2 
import_io import_bson import_matplotlib import_matplotlib.pyplot import_multiprocessing import_numpy import_pandas 	var10.rename var8.append_0 var5.append_1 var6.append_2 
import_numpy import_pandas import_matplotlib.pyplot import_json import_bson import_io var1=var0.read var3.head 	matplotlib.pyplot.figure matplotlib.pyplot.imshow 
import_sys import_pymongo import_io 	import_datetime var2.count var1.collection_names var3=var2.find var5.show var0.close 
import_pandas import_numpy 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
var6=pandas.HDFStore var6.close 	var1.info 
import_numpy import_pandas import_bson import_io 	var2.append_0 var3.append_1 var3=numpy.asarray var2=numpy.asarray 
import_os import_sys import_numpy import_pandas import_bson import_cv2 import_matplotlib.pyplot 	var1=pandas.read_csv 
import_seaborn 	matplotlib.pyplot.figure var28=seaborn.countplot 
import_os import_sys import_numpy import_pandas import_bson import_cv2 import_matplotlib.pyplot 	import_struct 
import_numpy import_pandas import_os 	var1=pandas.read_csv var1.head 
import_numpy import_pandas import_os 	import_time import_numpy import_pandas import_gc import_matplotlib.pyplot var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var7=var7.drop var10=var10.drop var12=var7.drop var13=var10.drop var14=numpy.append_0 var7=var7.drop var17=var10.drop var7=numpy.append_1 var18.add_lstm var18.add_dropout var18.add_lstm var18.add_dropout var18.add_dense var18.compile var22=pandas.DataFrame var22.to_csv var24=var18.fit var25=var18.predict var26=numpy.argmin matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.savefig var24=var18.fit var25=var18.predict matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.savefig 
import_numpy import_pandas import_datetime import_matplotlib.pyplot import_os 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot seaborn.set_style import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_pandas import_numpy import_lightgbm import_matplotlib.pyplot import_matplotlib 	var0=pandas.read_pickle 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_seaborn import_matplotlib.pyplot import_warnings 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_pandas import_sklearn import_matplotlib.pyplot import_seaborn import_numpy 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_sklearn import_nltk import_datetime 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_seaborn import_cufflinks 
import_matplotlib.pyplot import_seaborn import_cufflinks 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_os import_matplotlib.pyplot import_xgboost import_time import_datetime 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_os 	import_math 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_xgboost seaborn.set_style import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_numpy import_pandas import_random import_datetime import_matplotlib.pyplot import_seaborn import_statsmodels.formula.api import_statsmodels.tsa.api import_statsmodels.api import_scipy.stats import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_numpy import_matplotlib.pyplot import_seaborn 
import_numpy import_pandas import_os 	import_numpy import_pandas import_matplotlib.pyplot 
import_os import_math import_time import_numpy import_pandas import_random import_datetime import_matplotlib.pyplot import_seaborn import_statsmodels.formula.api import_statsmodels.tsa.api import_statsmodels.api import_scipy.stats import_datetime import_matplotlib.pyplot import_warnings 	var0=pandas.read_csv import_warnings var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_pandas import_numpy import_os import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_os 	var2=pandas.read_csv 
import_os import_numpy import_pandas import_matplotlib.dates import_seaborn 	var0=pandas.read_csv var0.head 
import_matplotlib.pyplot 	matplotlib.pyplot.boxplot 
import_numpy import_pandas import_nltk import_datetime 	import_matplotlib.pyplot import_seaborn 
import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot 	var0=pandas.DataFrame var1=pandas.DataFrame var2=pandas.DataFrame var3=pandas.DataFrame var2.head 
import_tensorflow import_numpy import_matplotlib.pyplot 	shape shape 
import_numpy import_pandas import_os 	import_pandas import_matplotlib.pyplot import_seaborn import_numpy import_numpy.random import_math var0=pandas.read_csv var0.info 
import_numpy import_pandas import_gc 	var0=pandas.read_csv var1=pandas.read_csv 
import_matplotlib.pyplot import_seaborn import_numpy import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
var10=numpy.array 	var12=numpy.array 
import_pandas import_numpy import_os import_gc import_xgboost import_scipy.stats import_seaborn import_matplotlib.pyplot import_pickle 	var13=pandas.read_pickle 
import_xgboost import_pandas import_numpy import_gc 	var13=pandas.read_pickle var31=xgboost.DMatrix var32=xgboost.DMatrix var33=xgboost.DMatrix 
import_numpy import_pandas pandas.set_option import_seaborn import_datetime 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_seaborn var8=var7.sum seaborn.regplot var9=var7.sum 	var12=pandas.pivot_table import_matplotlib.pyplot import_seaborn seaborn.pairplot matplotlib.pyplot.show 
import_numpy import_pandas import_nltk import_datetime import_seaborn import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_sklearn import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_tensorflow import_os 	var0=pandas.read_csv var0.head var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
import_pandas import_numpy import_seaborn import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var0.head 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_seaborn var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_numpy import_pandas import_os import_pandas 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 
import_pandas import_numpy import_seaborn import_statsmodels.api import_matplotlib.pyplot 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_xgboost import_lightgbm 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
var2=pandas.merge var2=pandas.merge var2=pandas.merge 	loc var35.rename 
var61=pandas.DataFrame 	var61.rename 
import_numpy import_pandas import_plotly.plotly import_plotly.graph_objs import_matplotlib.pyplot import_os 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_seaborn import_sklearn 	var0=pandas.read_csv var0.describe 
import_pandas import_sklearn import_numpy import_matplotlib.pyplot 	var0=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set import_tensorflow 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
var10=pandas.DataFrame 	var11=pandas.DataFrame var11.to_csv 
import_numpy import_pandas import_os import_tensorflow 	import_matplotlib.pyplot 
import_matplotlib.pyplot 	var0=pandas.read_csv var1=var0.sort_values var1.head 
import_pandas import_sklearn import_numpy import_matplotlib.pyplot 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas 	var0=pandas.read_csv var1=pandas.read_csv 
import_matplotlib.pyplot import_pandas import_numpy 	var0=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_sys import_numpy import_statsmodels.api import_scipy import_matplotlib.pyplot import_seaborn import_sklearn seaborn.set import_seaborn import_sklearn seaborn.set import_seaborn pandas.set_option pandas.set_option pandas.set_option seaborn.set_context 
import_matplotlib.pyplot import_seaborn 	matplotlib.pyplot.hist matplotlib.pyplot.ylabel matplotlib.pyplot.axvline matplotlib.pyplot.axvline matplotlib.pyplot.legend matplotlib.pyplot.show 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot pandas.set_option seaborn.set seaborn.set_palette import_lightgbm 	var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_sklearn import_matplotlib 	var0=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_sklearn pandas.set_option 	import_os 
import_os 	var0=pandas.read_csv 
import_matplotlib.pyplot import_sys import_os import_numpy import_pandas 	var0=pandas.read_csv var0.fillna 
import_pandas 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_lightgbm import_os 	import_warnings 
import_os import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_warnings import_itertools 	var0=pandas.read_csv var1=pandas.read_csv 
import_pickle var47.close 	import_pickle var47.close 
import_pandas import_numpy import_time import_matplotlib.pyplot import_seaborn seaborn.set 	var0=pandas.read_csv var1=pandas.read_csv var0.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_lightgbm 	var42=lightgbm.LGBMRegressor 
import_numpy import_matplotlib.pyplot import_pandas 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn seaborn.set import_os 	var0=pandas.read_csv 
import_xgboost import_lightgbm 	var54=xgboost.DMatrix var55=xgboost.DMatrix 
import_numpy import_pandas import_os 	import_numpy import_pandas import_matplotlib.pyplot import_seaborn 
import_tensorflow 	import_tensorflow.contrib.learn 
import_tensorflow.contrib.learn 	var20=tensorflow.contrib.learn.DNNClassifier 
import_numpy import_pandas import_os 	var0=pandas.read_csv var0=var0.fillna 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv 
import_warnings import_numpy import_pandas import_sklearn import_matplotlib.pyplot import_warnings 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot 	var0=pandas.read_csv var0.info 
import_numpy import_pandas import_os 	import_numpy import_pandas import_os import_seaborn import_matplotlib.pyplot import_itertools 
